               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 239,            0.049037,            0.021901,                   0,             0.72351,             0.65518,             0.60656,             0.18954,            0.054963,            0.018652,                   0,            0.002146,            0.002146,            0.002146
                 240,            0.047277,            0.018674,                   0,             0.72351,             0.65518,             0.60656,             0.18954,            0.054963,            0.018663,                   0,            0.002113,            0.002113,            0.002113
                 241,            0.050014,            0.024686,                   0,             0.72351,             0.65518,             0.60656,             0.18954,            0.054963,            0.018663,                   0,             0.00208,             0.00208,             0.00208
                 242,            0.049951,              0.0194,                   0,             0.72351,             0.65518,             0.60656,             0.18954,            0.054963,            0.018663,                   0,            0.002047,            0.002047,            0.002047
                 243,            0.047714,            0.023414,                   0,             0.61013,             0.58333,             0.51564,             0.17022,            0.057018,            0.018414,                   0,            0.002014,            0.002014,            0.002014
                 244,            0.044201,            0.021537,                   0,             0.61013,             0.58333,             0.51564,             0.17022,            0.057018,            0.018414,                   0,            0.001981,            0.001981,            0.001981
                 245,            0.045184,            0.023895,                   0,             0.61013,             0.58333,             0.51564,             0.17022,            0.057018,            0.018424,                   0,            0.001948,            0.001948,            0.001948
                 246,            0.047191,            0.023872,                   0,             0.61013,             0.58333,             0.51564,             0.17022,            0.057018,            0.018414,                   0,            0.001915,            0.001915,            0.001915
                 247,            0.047344,            0.019826,                   0,             0.71921,                0.75,              0.7086,             0.25847,            0.051754,            0.018421,                   0,            0.001882,            0.001882,            0.001882
                 248,            0.046435,            0.025399,                   0,             0.71921,                0.75,              0.7086,             0.25847,            0.051754,            0.018416,                   0,            0.001849,            0.001849,            0.001849
                 249,            0.042023,            0.020781,                   0,             0.71921,                0.75,              0.7086,             0.25847,            0.051754,            0.018431,                   0,            0.001816,            0.001816,            0.001816
                 250,            0.048039,            0.022185,                   0,             0.71921,                0.75,              0.7086,             0.25847,            0.051754,            0.018431,                   0,            0.001783,            0.001783,            0.001783
                 251,            0.049667,             0.02305,                   0,             0.89891,              0.7418,             0.81465,             0.27245,            0.051426,            0.018182,                   0,             0.00175,             0.00175,             0.00175
                 252,             0.05215,            0.020986,                   0,             0.89891,              0.7418,             0.81465,             0.27245,            0.051426,            0.018182,                   0,            0.001717,            0.001717,            0.001717
                 253,            0.052471,            0.021218,                   0,             0.89891,              0.7418,             0.81465,             0.27245,            0.051426,            0.018182,                   0,            0.001684,            0.001684,            0.001684
                 254,            0.050816,              0.0216,                   0,             0.89891,              0.7418,             0.81465,             0.27245,            0.051426,            0.018182,                   0,            0.001651,            0.001651,            0.001651
                 255,            0.049885,            0.022011,                   0,             0.72567,             0.66667,             0.65113,             0.23825,            0.051947,             0.01822,                   0,            0.001618,            0.001618,            0.001618
                 256,            0.048152,            0.022994,                   0,             0.72567,             0.66667,             0.65113,             0.23825,            0.051947,            0.018238,                   0,            0.001585,            0.001585,            0.001585
                 257,            0.051642,            0.023005,                   0,             0.72567,             0.66667,             0.65113,             0.23825,            0.051947,            0.018238,                   0,            0.001552,            0.001552,            0.001552
                 258,            0.051379,            0.019793,                   0,             0.72567,             0.66667,             0.65113,             0.23825,            0.051947,             0.01822,                   0,            0.001519,            0.001519,            0.001519
                 259,            0.047882,             0.02276,                   0,             0.73986,             0.66667,             0.59733,              0.1761,             0.05631,            0.018194,                   0,            0.001486,            0.001486,            0.001486
                 260,            0.050715,            0.018024,                   0,             0.73986,             0.66667,             0.59733,              0.1761,             0.05631,            0.018212,                   0,            0.001453,            0.001453,            0.001453
                 261,            0.046717,            0.022607,                   0,             0.73986,             0.66667,             0.59733,              0.1761,             0.05631,            0.018194,                   0,             0.00142,             0.00142,             0.00142
                 262,            0.048695,            0.022446,                   0,             0.73986,             0.66667,             0.59733,              0.1761,             0.05631,            0.018194,                   0,            0.001387,            0.001387,            0.001387
                 263,            0.054075,            0.021404,                   0,             0.85185,             0.66667,                0.74,             0.24709,            0.051943,            0.018122,                   0,            0.001354,            0.001354,            0.001354
                 264,             0.04651,            0.023553,                   0,             0.85185,             0.66667,                0.74,             0.24709,            0.051943,            0.018102,                   0,            0.001321,            0.001321,            0.001321
                 265,            0.048074,            0.019309,                   0,             0.85185,             0.66667,                0.74,             0.24709,            0.051943,            0.018122,                   0,            0.001288,            0.001288,            0.001288
                 266,             0.04636,            0.023698,                   0,             0.85185,             0.66667,                0.74,             0.24709,            0.051943,            0.018122,                   0,            0.001255,            0.001255,            0.001255
                 267,            0.045655,            0.022615,                   0,             0.84147,                0.75,             0.79152,             0.20771,            0.054549,            0.018089,                   0,            0.001222,            0.001222,            0.001222
                 268,            0.047262,            0.018704,                   0,             0.84147,                0.75,             0.79152,             0.20771,            0.054549,            0.018089,                   0,            0.001189,            0.001189,            0.001189
                 269,            0.047007,             0.01793,                   0,             0.84147,                0.75,             0.79152,             0.20771,            0.054549,            0.018089,                   0,            0.001156,            0.001156,            0.001156
                 270,            0.044195,            0.022894,                   0,             0.84147,                0.75,             0.79152,             0.20771,            0.054549,             0.01807,                   0,            0.001123,            0.001123,            0.001123
                 271,            0.043432,            0.021537,                   0,             0.86277,                0.75,             0.78876,             0.24634,             0.05036,             0.01804,                   0,             0.00109,             0.00109,             0.00109
                 272,            0.046629,            0.020469,                   0,             0.86277,                0.75,             0.78876,             0.24634,             0.05036,            0.018057,                   0,            0.001057,            0.001057,            0.001057
                 273,            0.042221,              0.0222,                   0,             0.86277,                0.75,             0.78876,             0.24634,             0.05036,            0.018057,                   0,            0.001024,            0.001024,            0.001024
                 274,            0.045134,            0.023339,                   0,             0.86277,                0.75,             0.78876,             0.24634,             0.05036,            0.018057,                   0,            0.000991,            0.000991,            0.000991
                 275,            0.048655,            0.021788,                   0,             0.87756,                0.75,             0.85247,             0.24631,            0.048384,            0.017972,                   0,            0.000958,            0.000958,            0.000958
                 276,             0.04316,            0.023606,                   0,             0.87756,                0.75,             0.85247,             0.24631,            0.048384,            0.017988,                   0,            0.000925,            0.000925,            0.000925
                 277,            0.047361,             0.02188,                   0,             0.87756,                0.75,             0.85247,             0.24631,            0.048384,            0.017988,                   0,            0.000892,            0.000892,            0.000892
                 278,            0.044921,            0.019388,                   0,             0.87756,                0.75,             0.85247,             0.24631,            0.048384,            0.017988,                   0,            0.000859,            0.000859,            0.000859
                 279,            0.058504,            0.021727,                   0,             0.86743,                0.75,             0.78715,             0.21858,             0.05082,            0.017971,                   0,            0.000826,            0.000826,            0.000826
                 280,            0.048869,             0.02158,                   0,             0.86743,                0.75,             0.78715,             0.21858,             0.05082,            0.017954,                   0,            0.000793,            0.000793,            0.000793
                 281,            0.046678,            0.024954,                   0,             0.86743,                0.75,             0.78715,             0.21858,             0.05082,            0.017954,                   0,             0.00076,             0.00076,             0.00076
                 282,            0.042665,              0.0179,                   0,             0.86743,                0.75,             0.78715,             0.21858,             0.05082,            0.017971,                   0,            0.000727,            0.000727,            0.000727
                 283,            0.043782,            0.022062,                   0,             0.86621,                0.75,             0.78828,             0.20849,            0.054189,            0.017985,                   0,            0.000694,            0.000694,            0.000694
                 284,            0.044507,            0.023528,                   0,             0.86621,                0.75,             0.78828,             0.20849,            0.054189,            0.017968,                   0,            0.000661,            0.000661,            0.000661
                 285,            0.041694,            0.022731,                   0,             0.86621,                0.75,             0.78828,             0.20849,            0.054189,            0.017985,                   0,            0.000628,            0.000628,            0.000628
                 286,            0.047516,             0.02585,                   0,             0.86621,                0.75,             0.78828,             0.20849,            0.054189,            0.017985,                   0,            0.000595,            0.000595,            0.000595
                 287,            0.044664,            0.025527,                   0,             0.86632,                0.75,             0.76378,             0.18102,             0.05543,             0.01789,                   0,            0.000562,            0.000562,            0.000562
                 288,            0.045448,            0.018544,                   0,             0.86632,                0.75,             0.76378,             0.18102,             0.05543,            0.017873,                   0,            0.000529,            0.000529,            0.000529
                 289,            0.040452,            0.021247,                   0,             0.86632,                0.75,             0.76378,             0.18102,             0.05543,            0.017873,                   0,            0.000496,            0.000496,            0.000496
                 290,             0.04152,            0.020404,                   0,             0.86632,                0.75,             0.76378,             0.18102,             0.05543,            0.017873,                   0,            0.000463,            0.000463,            0.000463
                 291,            0.039642,            0.025896,                   0,             0.86599,                0.75,              0.7632,             0.19349,            0.054704,            0.017861,                   0,             0.00043,             0.00043,             0.00043
                 292,            0.047154,            0.025057,                   0,             0.86599,                0.75,              0.7632,             0.19349,            0.054704,            0.017861,                   0,            0.000397,            0.000397,            0.000397
                 293,            0.047075,            0.019992,                   0,             0.86599,                0.75,              0.7632,             0.19349,            0.054704,            0.017861,                   0,            0.000364,            0.000364,            0.000364
                 294,            0.043111,            0.021873,                   0,             0.86599,                0.75,              0.7632,             0.19349,            0.054704,            0.017867,                   0,            0.000331,            0.000331,            0.000331
                 295,            0.047932,            0.022588,                   0,             0.86739,                0.75,              0.7909,             0.22284,            0.053072,            0.017861,                   0,            0.000298,            0.000298,            0.000298
                 296,            0.048139,            0.021172,                   0,             0.86739,                0.75,              0.7909,             0.22284,            0.053072,            0.017846,                   0,            0.000265,            0.000265,            0.000265
                 297,            0.044672,            0.024712,                   0,             0.86739,                0.75,              0.7909,             0.22284,            0.053072,            0.017861,                   0,            0.000232,            0.000232,            0.000232
                 298,            0.047796,            0.023844,                   0,             0.86739,                0.75,              0.7909,             0.22284,            0.053072,            0.017846,                   0,            0.000199,            0.000199,            0.000199
                 299,            0.045522,             0.01591,                   0,             0.86806,                0.75,             0.77215,             0.22052,            0.052593,            0.017813,                   0,            0.000166,            0.000166,            0.000166
